Date,dlog_SOLVPN,dlog_COPPER,dlog_GOLD,dlog_SILVER,dlog_DXY,d_UST10Y,d_VIX
2020-10-13,-0.41843430578325325,-0.38711488557241486,-1.702935307773444,-1.920551935932522,1.0146052078460734,-0.6008510831474003,0.5264937145712216
2020-10-14,-1.096574136482664,0.09527766729974123,0.5437370618605214,0.3992405154324249,-0.4125592343710319,-0.06683940620492157,0.16041280575937522
2020-10-15,-0.06885224624824406,0.6403837279733399,0.010666750187604684,-0.33059900442695045,1.1674126232618796,0.15971100219491788,0.2915462656322762
2020-10-19,-0.4296662408144634,0.3288125703251452,0.1778581280443244,0.7404622173723956,-0.6013729019973005,0.33771489450907743,0.9472135649967751
2020-10-20,0.07481352359514394,1.1302820351334906,0.1105136812376797,0.4150342844510374,-0.9071959688582404,0.1920753462520378,0.07299049917744384
2020-10-21,-0.06311466348775605,0.9006203844660955,0.5935710968724656,0.3761424800526337,-1.0876455629443407,0.5319009588517951,-0.4023682928618206
2020-10-22,-1.2136115901905884,-0.8366510682186716,-1.221786730475914,-0.909171930495721,0.8607287668074641,0.6128118189945967,-0.31494598627988535
2020-10-26,-0.25846828808113054,-0.752061469976167,-0.037115946395789315,-0.5224361719534739,0.6547021451134153,-0.6493975992330784,2.6628763316672153
2020-10-27,-0.5526893793877576,0.05630019145774038,0.2159159877938259,0.2029721885672845,-0.28842557837157645,-0.5523045670617205,0.4663908787961428
2020-10-28,-1.8713115998741896,-0.5717537666624117,-1.6479857915402212,-2.094952831071988,1.1350529389731556,0.014071453937878233,3.7665829522641223
2020-10-29,-0.0888719294641785,-0.09385673782407906,-0.48865622986233914,0.03962381505567027,1.331787727454653,0.8879087434801143,-1.4896832309746126
2020-11-02,0.7447159774931625,0.5371728602803848,0.5326890328166526,1.090605541822841,0.2323255172960997,-0.3904828467761208,-0.5061822819278651
2020-11-03,1.1165825240412555,0.21539880592363903,0.7815427850805192,0.45854037430742406,-1.3894877621225692,0.6775405071088365,-0.8831909790624548
2020-11-04,1.9367178303135246,0.27949277743100126,-0.7545272506991081,-0.7857600407639466,-0.36269433325217165,-2.0572465657177945,-3.287304410065614
2020-11-05,1.242302268574716,0.05581991790767411,2.3218437100700453,2.097962258929887,-2.1407201388723536,-0.11538592229060145,-1.107210639678657
2020-11-09,-2.5158007180164095,0.02729374524388314,-4.730524017999096,-2.5238325671045954,1.162843538294851,1.6484708288224341,0.4663908787961428
2020-11-10,-2.0973734850876897,-0.01841834544597761,0.998181773085472,1.242624184228599,0.0401783818484863,0.5480831308803551,-0.5389656468960893
2020-11-11,2.2190226435759186,-0.421932067704332,-0.7962138640446964,-0.3710363385725287,0.6763233993054498,0.24062186233771768,-0.7575214133509236
2020-11-12,0.18080751286226676,0.17451950075294786,0.49492389098649114,0.027990574785195465,-0.1717892762360837,-1.5555992328324362,1.0182441890945972
