Date,cov__dlog_SOLVPN__dlog_SOLVPN,cov__dlog_SOLVPN__dlog_COPPER,cov__dlog_SOLVPN__dlog_DXY,cov__dlog_SOLVPN__d_UST10Y,cov__dlog_SOLVPN__dlog_VIX,cov__dlog_COPPER__dlog_SOLVPN,cov__dlog_COPPER__dlog_COPPER,cov__dlog_COPPER__dlog_DXY,cov__dlog_COPPER__d_UST10Y,cov__dlog_COPPER__dlog_VIX,cov__dlog_DXY__dlog_SOLVPN,cov__dlog_DXY__dlog_COPPER,cov__dlog_DXY__dlog_DXY,cov__dlog_DXY__d_UST10Y,cov__dlog_DXY__dlog_VIX,cov__d_UST10Y__dlog_SOLVPN,cov__d_UST10Y__dlog_COPPER,cov__d_UST10Y__dlog_DXY,cov__d_UST10Y__d_UST10Y,cov__d_UST10Y__dlog_VIX,cov__dlog_VIX__dlog_SOLVPN,cov__dlog_VIX__dlog_COPPER,cov__dlog_VIX__dlog_DXY,cov__dlog_VIX__d_UST10Y,cov__dlog_VIX__dlog_VIX
2020-10-14,1.3969997712281428,0.27490783204486535,-0.12326765129930432,-1.01813632448416,-4.460980848041899,0.27490783204486535,1.0164632930531083,-0.12871839206274716,0.027689678635976527,-1.6834240094100903,-0.12326765129930432,-0.12871839206274716,0.13296731094259953,0.4408668651431066,0.43157309639594227,-1.01813632448416,0.027689678635976524,0.4408668651431066,15.254846663265594,0.008746223187052529,-4.460980848041899,-1.68342400941009,0.4315730963959422,0.008746223187052529,51.41391319832768
2020-10-15,1.4223826712538439,0.26592583185996016,-0.11560538557059984,-0.985413849783431,-4.116463525804128,0.2659258318599601,0.9898097221968856,-0.12566418584719574,0.025491213671089266,-1.5208977652586821,-0.11560538557059982,-0.12566418584719574,0.12976409872704184,0.4297572867717479,0.3849994418006608,-0.985413849783431,0.025491213671089266,0.4297572867717479,14.814674546020964,-0.005595972068741393,-4.116463525804128,-1.5208977652586821,0.3849994418006608,-0.005595972068741393,43.38976720962872
2020-10-16,1.3502343716258591,0.2592973822406501,-0.11265409165144595,-0.9467588910829355,-3.831257841363701,0.2592973822406501,1.0112314201083332,-0.11320949056734905,0.04765685439922643,-1.3999453462575617,-0.11265409165144595,-0.11320949056734904,0.13580662275060154,0.4347165881749137,0.3924481688695963,-0.9467588910829355,0.047656854399226435,0.4347165881749137,14.416703691354265,0.039683152684223066,-3.831257841363701,-1.3999453462575617,0.3924481688695963,0.039683152684223066,39.704202233807784
2020-10-19,1.2935400261192023,0.2453233480379191,-0.11060142646209878,-0.9054329509534812,-3.613173956914017,0.24532334803791914,1.000817760448602,-0.10821631474575037,0.03501077749311791,-1.3697841566470066,-0.11060142646209879,-0.10821631474575036,0.1326981630613233,0.4187951466714508,0.36709364037282155,-0.9054329509534812,0.035010777493117914,0.4187951466714508,14.022922855512608,0.0665165188966694,-3.613173956914017,-1.3697841566470064,0.3670936403728215,0.0665165188966694,37.35723522934323
2020-10-20,1.2498851563850595,0.23131097573965662,-0.10378556587199311,-0.9045042853236478,-3.876718951724215,0.23131097573965662,0.986210876300835,-0.10951936331884292,0.05883338948966287,-1.3686472336756534,-0.1037855658719931,-0.10951936331884293,0.1310541508359952,0.39632097465096283,0.34695603362876987,-0.9045042853236478,0.05883338948966288,0.39632097465096283,13.775135606888295,0.3848500262528167,-3.876718951724215,-1.3686472336756537,0.34695603362876987,0.38485002625281667,43.74749000708235
2020-10-21,1.190637674990234,0.23611879906417582,-0.10208510963539841,-0.8678159726786281,-3.5713258019328693,0.23611879906417582,1.1114968104272323,-0.12922004130627202,0.11092298702054487,-1.285431695425801,-0.10208510963539841,-0.12922004130627202,0.13313486142099779,0.3782608822445806,0.3193233904520109,-0.8678159726786281,0.11092298702054487,0.37826088224458054,13.435168474689023,0.3707927473897968,-3.5713258019328693,-1.2854316954258012,0.3193233904520109,0.3707927473897968,39.0403247223382
2020-10-22,1.135448339130466,0.22921331194431,-0.0986737649172954,-0.848211936667919,-3.4063262678996593,0.22921331194431,1.1748927772535491,-0.146076716226129,0.21832403632068045,-1.349348478097362,-0.09867376491729539,-0.14607671622612903,0.13796656854986708,0.3392759903426444,0.3385855885991755,-0.8482119366679189,0.21832403632068045,0.3392759903426444,13.43713395035448,0.17697267969169508,-3.4063262678996593,-1.349348478097362,0.33858558859917554,0.17697267969169508,37.48349484490422
2020-10-23,1.2081283201039268,0.2827853692397456,-0.11201067597685763,-0.9842052095740385,-3.3077372118800517,0.2827853692397456,1.229756845128984,-0.15707309500930938,0.08940108977554288,-1.2758530952853764,-0.11201067597685761,-0.1570730950093094,0.13879506909635658,0.36834684004887414,0.3151320797481433,-0.9842052095740385,0.0894010897755429,0.36834684004887414,13.571268358645813,-0.0016888389092093062,-3.307737211880052,-1.2758530952853762,0.31513207974814333,-0.0016888389092093062,36.3261331172932
2020-10-26,1.1527154262998693,0.27059703161626714,-0.10877073259126802,-0.9552021657503421,-3.21492876231968,0.27059703161626714,1.221392353910216,-0.1494068410750981,0.12347088499335815,-1.2251729563833937,-0.10877073259126802,-0.1494068410750981,0.13582902557670448,0.37056512508041495,0.3193046540190078,-0.955202165750342,0.12347088499335815,0.370565125080415,13.351612051490733,0.09928209844976979,-3.2149287623196794,-1.2251729563833937,0.3193046540190078,0.0992820984497698,35.78222229316729
2020-10-27,1.1061196467985521,0.2745822606711593,-0.10746487191772564,-0.8936671649428,-4.769385596449234,0.2745822606711594,1.2564283035677988,-0.15532469364621473,0.23531668614047244,-2.485038640683034,-0.10746487191772564,-0.15532469364621473,0.13437602904932744,0.33931180031978736,0.6147020210084464,-0.8936671649428,0.23531668614047244,0.33931180031978736,13.550729575055055,-2.1112318460274837,-4.769385596449234,-2.485038640683034,0.6147020210084464,-2.1112318460274837,89.0317847265282
2020-10-28,1.0809942020524406,0.26485111260368494,-0.10212422721371094,-0.8168683913823453,-4.070217617698277,0.26485111260368494,1.219436252488713,-0.1504320385804883,0.21792378481309962,-2.089524118868841,-0.10212422721371094,-0.1504320385804883,0.1304226481082514,0.3432792157000335,0.5082200595682519,-0.8168683913823455,0.21792378481309965,0.34327921570003356,13.591203594755019,-1.9612218914727588,-4.070217617698277,-2.0895241188688405,0.5082200595682519,-1.9612218914727588,65.3813879564375
2020-10-29,1.3123559152218784,0.3277859065852796,-0.1342137977509018,-0.8432549944496731,-6.873258010320945,0.3277859065852797,1.225365141836954,-0.15994656516173122,0.20731761704351268,-3.22814692459173,-0.1342137977509018,-0.15994656516173122,0.13586413362157096,0.3405394709893986,0.9316692206887004,-0.843254994449673,0.20731761704351268,0.34053947098939863,13.207081795808328,-2.4279459107380736,-6.873258010320945,-3.22814692459173,0.9316692206887005,-2.427945910738074,124.08537322317407
2020-10-30,1.2483712324674083,0.3137190606081,-0.12997131212415744,-0.8130735347926434,-5.663660123650545,0.3137190606081,1.1906895339034587,-0.1601283644538543,0.17739353471430933,-2.6590924199537747,-0.12997131212415744,-0.1601283644538543,0.14488821144476285,0.4178298865658252,0.7218806554280134,-0.8130735347926434,0.17739353471430933,0.41782988656582515,13.88800056670347,-2.5795967260581776,-5.663660123650544,-2.6590924199537747,0.7218806554280134,-2.5795967260581776,88.91493703691236
2020-11-02,1.3187799805297113,0.32156539146875385,-0.1303257120135722,-0.9611530863355405,-4.819436234378739,0.32156539146875385,1.1605735322685684,-0.1551714598651962,0.1398652237971784,-2.2065714054541834,-0.13032571201357224,-0.1551714598651962,0.13991480087569827,0.41396144449817895,0.5949518201228284,-0.9611530863355404,0.1398652237971784,0.4139614444981789,14.097638529405845,-2.0303244757801795,-4.819436234378739,-2.206571405454184,0.5949518201228285,-2.030324475780179,63.01688360603984
2020-11-03,1.3131553207514501,0.33483453282123676,-0.1242740941508045,-0.9923592851224957,-4.291614674467529,0.33483453282123676,1.1607670323487829,-0.14907102648247708,0.08761271518579082,-1.984610027748841,-0.12427409415080451,-0.14907102648247705,0.1354178196722484,0.3976716326833193,0.5145787183104863,-0.9923592851224956,0.08761271518579081,0.3976716326833193,13.888699934000469,-1.6361387618524252,-4.291614674467529,-1.9846100277488412,0.5145787183104863,-1.636138761852425,50.15075882111501
2020-11-04,1.3356885168458836,0.3367087639164663,-0.14181760168318416,-0.8641578423156308,-4.196059083223482,0.33670876391646626,1.1322531095977402,-0.15244935498860177,0.11525904030243765,-1.896650785144584,-0.14181760168318416,-0.15244935498860177,0.14595338735193347,0.3408453713999387,0.5492098488162785,-0.8641578423156306,0.11525904030243764,0.3408453713999387,14.093623262289773,-1.8817773300118399,-4.196059083223482,-1.8966507851445837,0.5492098488162787,-1.8817773300118399,46.211381842461314
2020-11-05,1.5406740742087413,0.36474664450798794,-0.15181264991648882,-1.609960341586255,-7.533283813655505,0.36474664450798794,1.1086147749244886,-0.14944670934816495,-0.017466977450001857,-2.9411167378991485,-0.15181264991648882,-0.14944670934816495,0.14187467822946265,0.40075445149103733,0.863598700782996,-1.609960341586255,-0.017466977450001853,0.40075445149103733,19.291489922023423,4.877325605301598,-7.533283813655506,-2.941116737899149,0.8635987007829962,4.877325605301598,110.16180573825028
