Date,Var1,Var2,DCC_Corr,Covariance
2020-10-14,dlog_SOLVPN,dlog_SOLVPN,1.0,1.3969997712281428
2020-10-14,dlog_SOLVPN,dlog_COPPER,0.23069761011977064,0.27490783204486535
2020-10-14,dlog_SOLVPN,dlog_DXY,-0.2860082170922944,-0.12326765129930432
2020-10-14,dlog_SOLVPN,d_UST10Y,-0.2205483644281664,-1.01813632448416
2020-10-14,dlog_SOLVPN,dlog_VIX,-0.5263708873788939,-4.460980848041899
2020-10-14,dlog_COPPER,dlog_SOLVPN,0.23069761011977064,0.27490783204486535
2020-10-14,dlog_COPPER,dlog_COPPER,0.9999999999999998,1.0164632930531083
2020-10-14,dlog_COPPER,dlog_DXY,-0.3501243479977929,-0.12871839206274716
2020-10-14,dlog_COPPER,d_UST10Y,0.007031826427912493,0.027689678635976527
2020-10-14,dlog_COPPER,dlog_VIX,-0.23286667224367102,-1.6834240094100903
2020-10-14,dlog_DXY,dlog_SOLVPN,-0.2860082170922944,-0.12326765129930432
2020-10-14,dlog_DXY,dlog_COPPER,-0.3501243479977929,-0.12871839206274716
2020-10-14,dlog_DXY,dlog_DXY,0.9999999999999998,0.13296731094259953
2020-10-14,dlog_DXY,d_UST10Y,0.3095502028198215,0.4408668651431066
2020-10-14,dlog_DXY,dlog_VIX,0.16505990493599432,0.43157309639594227
2020-10-14,d_UST10Y,dlog_SOLVPN,-0.2205483644281664,-1.01813632448416
2020-10-14,d_UST10Y,dlog_COPPER,0.007031826427912493,0.027689678635976524
2020-10-14,d_UST10Y,dlog_DXY,0.3095502028198215,0.4408668651431066
2020-10-14,d_UST10Y,d_UST10Y,1.0,15.254846663265594
2020-10-14,d_UST10Y,dlog_VIX,0.0003123031050676315,0.008746223187052529
2020-10-14,dlog_VIX,dlog_SOLVPN,-0.5263708873788939,-4.460980848041899
2020-10-14,dlog_VIX,dlog_COPPER,-0.23286667224367102,-1.68342400941009
2020-10-14,dlog_VIX,dlog_DXY,0.16505990493599432,0.4315730963959422
2020-10-14,dlog_VIX,d_UST10Y,0.0003123031050676315,0.008746223187052529
2020-10-14,dlog_VIX,dlog_VIX,0.9999999999999999,51.41391319832768
2020-10-15,dlog_SOLVPN,dlog_SOLVPN,1.0,1.4223826712538439
2020-10-15,dlog_SOLVPN,dlog_COPPER,0.22411784738228824,0.26592583185996016
2020-10-15,dlog_SOLVPN,dlog_DXY,-0.2690869045645651,-0.11560538557059984
2020-10-15,dlog_SOLVPN,d_UST10Y,-0.2146665506667794,-0.985413849783431
2020-10-15,dlog_SOLVPN,dlog_VIX,-0.5239892597093418,-4.116463525804128
2020-10-15,dlog_COPPER,dlog_SOLVPN,0.22411784738228824,0.2659258318599601
2020-10-15,dlog_COPPER,dlog_COPPER,1.0,0.9898097221968856
2020-10-15,dlog_COPPER,dlog_DXY,-0.3506375207504837,-0.12566418584719574
2020-10-15,dlog_COPPER,d_UST10Y,0.006656847349142699,0.025491213671089266
2020-10-15,dlog_COPPER,dlog_VIX,-0.23207614620669934,-1.5208977652586821
2020-10-15,dlog_DXY,dlog_SOLVPN,-0.2690869045645651,-0.11560538557059982
2020-10-15,dlog_DXY,dlog_COPPER,-0.3506375207504837,-0.12566418584719574
2020-10-15,dlog_DXY,dlog_DXY,0.9999999999999998,0.12976409872704184
2020-10-15,dlog_DXY,d_UST10Y,0.3099559047331379,0.4297572867717479
2020-10-15,dlog_DXY,dlog_VIX,0.1622516651050029,0.3849994418006608
2020-10-15,d_UST10Y,dlog_SOLVPN,-0.2146665506667794,-0.985413849783431
2020-10-15,d_UST10Y,dlog_COPPER,0.006656847349142699,0.025491213671089266
2020-10-15,d_UST10Y,dlog_DXY,0.3099559047331379,0.4297572867717479
2020-10-15,d_UST10Y,d_UST10Y,1.0000000000000002,14.814674546020964
2020-10-15,d_UST10Y,dlog_VIX,-0.0002207170182591837,-0.005595972068741393
2020-10-15,dlog_VIX,dlog_SOLVPN,-0.5239892597093418,-4.116463525804128
2020-10-15,dlog_VIX,dlog_COPPER,-0.23207614620669934,-1.5208977652586821
2020-10-15,dlog_VIX,dlog_DXY,0.1622516651050029,0.3849994418006608
