Date,dlog_SOLVPN,dlog_COPPER,dlog_GOLD,dlog_SILVER,dlog_DXY,dlog_OIL,dlog_GAS,d_UST10Y,d_VIX
2020-10-13,-0.4094711074923872,-0.38566038064990726,-1.6987416998321054,-2.1272540555083337,1.0267362699742637,0.8899472357428841,-0.8265669635607953,-0.6050607578666503,0.5265965385158207
2020-10-14,-1.0842759220373426,0.09879749261197993,0.5436691978358793,0.4622514638193194,-0.40814774432435375,0.8933987204762097,-0.634125782928037,-0.06654023805934725,0.15946143466874074
2020-10-15,-0.06160825358883971,0.6462373759264384,0.011610010089973298,-0.35244360245149337,1.1803702249415036,-0.012407953936497388,0.9746963820187776,0.16192301276799342,0.2909725166438149
2020-10-19,-0.42064780511815514,0.3333322543500868,0.17848426054559977,0.8431456597496618,-0.5979827103196818,-0.0018951512736335501,0.6038216125664514,0.3414298527037611,0.9485279265191798
2020-10-20,0.08135098400031426,1.1382331386891855,0.1112675522005171,0.47988151172322524,-0.905459982637951,0.7231700229460462,1.0989203125983782,0.1945606200290421,0.07178738001869393
2020-10-21,-0.05589888762130134,0.9075882122911879,0.5934087080092109,0.436467911473332,-1.0868856335871717,-1.572584414748373,1.37527986847067,0.5372554962700513,-0.4049402921409484
2020-10-22,-1.2007377985838583,-0.8371212120877203,-1.2185057616898605,-0.9982849079989324,0.8720275069949545,0.6311438866105018,0.09704488227661681,0.6188495144226748,-0.3172662374908977
2020-10-26,-0.250291784847905,-0.7521694510776331,-0.036082052618761774,-0.5665849166151051,0.6648864815855167,-1.470352537043945,0.7401273509824815,-0.6540171687582215,2.669131249026386
2020-10-27,-0.5430659295985732,0.0596531382078673,0.21646993242089235,0.24316379699488355,-0.28334264593404057,1.0624888939239316,-0.2729082524486354,-0.5561043469750773,0.4663206259439125
2020-10-28,-1.8552033128761212,-0.5710897765262163,-1.6438964114454244,-2.321931851047157,1.1478355062222596,-2.3214765838148326,0.1902898219302687,0.015053780093274413,3.7760161889832506
2020-10-29,-0.081529482232561,-0.09114667448054431,-0.4867658577284709,0.06082355593899282,1.3456344386353873,-1.5577892689071167,-0.30642422495481736,0.8962691761415866,-1.4953863468509263
2020-11-02,0.747958932245487,0.542584620173191,0.5326421246139124,1.2339987598563842,0.24022520686450136,1.154519429219334,-0.04130921525918335,-0.39291631066983396,-0.50905323203788
2020-11-03,1.1179966805370904,0.21943291910238918,0.7810238528731955,0.5284458821009244,-1.3903605055989374,0.9869019003420795,-0.5628748560788753,0.6841247289447722,-0.8871475927162177
2020-11-04,1.9340986527218513,0.2838013031922526,-0.7521325763282176,-0.8605244073028251,-0.35801312257125006,1.7353195449863246,-0.974130843410577,-2.0737530846138386,-3.2981840955925525
2020-11-05,1.2430981493699176,0.059170808409731504,2.318403146164333,2.3584768472583963,-2.1456563191263904,-0.4472506615946219,0.19041421434343944,-0.11549664895092025,-1.1118123577569656
2020-11-09,-2.4965229053201408,0.030522503499717545,-4.720587701602565,-2.8006757330400327,1.175776425667065,3.458361498388562,-0.19637082295117972,1.6632529467762323,0.4663206259439125
