Date,dlog_SOLVPN,dlog_COPPER,dlog_GOLD,dlog_SILVER,dlog_DXY,dlog_OIL,dlog_GAS,d_UST10Y,d_VIX,d_PJM_LMP
2022-12-01,-0.0005787949842143464,1.1221935894466974,2.545654067070743,2.138323744970704,-2.5769857950771553,0.3999167543234647,-1.0340720172141038,-1.6583359994251967,-0.447899997947595,0.929779629009946
2022-12-05,-0.6482118778197882,-0.8457534856144616,-1.7636099622695287,-1.0160890062818662,1.6218098399526395,-1.8858069627565301,-1.733656998261012,1.4796862196276315,0.9572012546411243,0.5387121047689477
2022-12-06,-1.0755961483864953,0.30126355219323775,-0.06793567327996947,-0.20827237325902742,0.6759668070297534,-1.6872608083024228,0.9684738124584598,-0.8574865789377526,0.8010788932423779,-0.40958579036251636
2022-12-07,-0.707304694245596,0.5836147807513269,0.6254861987475125,1.1272281127824633,-1.0222690227128195,-1.5132783671596557,-0.22216250330526544,-1.805430790943296,0.27488871223178535,-0.5044445291421735
2022-12-08,0.6159946805033165,0.3097196766503975,0.028000558081054536,0.5778813858505357,-0.6242098529919856,-0.39643432143635216,0.6275498747288336,1.1037773079702606,-0.24551915909736913,0.025987633985459866
2022-12-12,0.34175218468732227,-1.1415343072072794,-0.5711294914654045,0.24618957345894749,0.683013796390547,1.3641585871239643,3.004737228492368,0.499054276173625,1.2347521193500073,0.6856233493237917
2022-12-13,1.9039908310225813,0.5577720063224808,1.4725048586801972,1.1008400535001612,-2.4941856469458834,1.7079978647216238,0.6559812454149374,-1.903493985288693,-1.4366749534729906,1.1573994537719987
2022-12-14,-0.5822372017191384,0.48100346347737544,-0.4505362473145165,0.20362989939088488,-0.42125881206108035,1.152676800134203,-0.9891751868651135,-0.3671706072107456,-0.8353147466037448,0.26625906599198856
2022-12-15,-1.9216939240382644,-1.6629039908360965,-1.614730072539702,-1.6744509302168558,1.7506394295801022,-0.7722278770046678,0.3692678211938038,-0.48157766728038154,0.9572012546411222,-0.7478396048105412
2022-12-19,-1.757515332130591,0.28237244149547047,0.3773622078377664,-0.29087021921838346,-0.11887437230603531,0.6164372232132354,-0.8932326863816024,1.659468742594194,-0.13565527515010228,1.2450375954697517
2022-12-20,-0.4464201099171948,0.18702320106774653,1.1964899085051897,2.022064709085797,-2.1298110727567106,0.6164575752651008,-1.4409001419627212,1.6594687425942012,-0.5635461915762978,-0.2449888755024829
2022-12-21,1.1316135045311784,0.13591163557946453,-0.1311781876246686,-0.18586252445361182,0.5509070139763415,1.4976460670875336,1.4779351597019619,-0.3181390100380508,-0.8353147466037448,-1.5310780891796343
2022-12-22,-0.6071089869616885,-0.8035799837185477,-1.5654100394447839,-1.155382105758553,0.6346180955111119,-0.27138574949677946,1.4541236505360307,0.2048646931374194,1.078629757951259,-0.7018395415420536
2022-12-27,-0.23710231038846596,-0.27848934800363045,1.207850968341846,0.10037712330619736,-0.23103690354810763,-0.03320458589285325,-3.8625313748752363,1.724844205491135,0.43101107363053165,-5.120096194311816
2022-12-28,-0.9529188372894623,-0.0010404221517733496,-0.4843645847098343,-0.8137768054907087,0.6539347175160135,-0.310525326860676,-1.8720056730486863,0.597117470519022,0.26332409286891756,-8.050004727971467
2022-12-29,1.7033293592772452,-0.28665412033825105,0.6922760490331324,0.8867866368806334,-1.2765914026798078,-0.24944856228362788,-0.7410200987521456,-1.0863006990770245,-0.42477075922185525,-2.233577811538602
2023-01-03,1.2886152438672378,-1.0919176787197238,0.8205964408695594,-0.24247516287489448,2.302488745781939,-2.04674379023009,0.3143512302468992,-2.083276508255263,0.6912150092951089,0.1403564796707912
