Date,dlog_SOLVPN_to_dlog_COPPER,dlog_SOLVPN_to_dlog_GOLD,dlog_SOLVPN_to_dlog_SILVER,dlog_SOLVPN_to_dlog_DXY,dlog_SOLVPN_to_dlog_OIL,dlog_SOLVPN_to_dlog_GAS,dlog_SOLVPN_to_d_UST10Y,dlog_SOLVPN_to_d_VIX,dlog_SOLVPN_to_d_PJM_LMP
2022-12-05,4.047886787399031,4.449689273086015,4.719808436902996,4.641232636197945,3.0312683197453745,3.237645349004608,5.492267993959075,16.287992618109556,0.8636231191509693
2022-12-06,3.890495780864675,4.306917862222308,5.048010172088293,5.3339388655480375,3.7104847787266073,3.4298883008673844,5.408124010471876,17.387790977363707,1.2565045389011926
2022-12-07,5.4447737506470775,4.427618372833232,7.459768476470535,4.660241774359286,16.018752948388144,5.5059935736398105,13.421023754535344,18.382795675205646,5.540935472145354
2022-12-08,6.876387424580697,4.488962050802695,9.051312682221562,7.451808690236018,15.519111922292621,2.7896976954162556,8.653899551195572,18.297318478584256,5.272014250197345
2022-12-12,9.895362567387913,6.900530763514073,8.67402199400341,8.087534202725683,15.902565304227812,11.976787694737785,11.567934744682708,12.43639520825788,8.788734156978105
2022-12-13,9.607295867917104,8.931477571351072,14.414796385823545,11.628328960435836,20.15566329225399,16.03786719706603,10.48333892291301,13.279421946034548,17.694189551721635
2022-12-14,5.56633968617418,12.86979985671308,8.395958837371731,12.054815429408713,14.040231020579732,11.712291978237948,3.6712150382110593,13.710321489548228,9.314709341389667
2022-12-15,11.27800411121222,11.00728399470399,9.631555968151687,10.6597053149232,11.790203307887873,10.817642977136167,9.853061531386945,12.002559304834225,10.91101595456454
2022-12-19,7.729386993052301,8.580132886749102,8.345221952075505,8.818541236333814,14.851977815744089,5.710250729068283,5.897023737814402,13.209979951807021,8.639911938048078
2022-12-20,9.77256520220772,10.155298233452728,10.449020685534762,10.805286259549812,12.34967915725225,13.089071414456793,13.899766274493697,13.5932480152225,12.058408534673497
2022-12-21,8.915840375766788,8.515281460091222,9.461086849705636,8.065660727176496,13.320184347803632,12.446809507762346,13.795398432765216,12.577606525940341,6.280053041957488
2022-12-22,8.149617564400845,7.451102943176903,6.80333326576541,7.2535340269068564,9.132363193216364,10.226090642242276,8.158086081962695,10.8035308317871,7.21351872260997
2022-12-27,5.659911657446714,8.518023833137597,2.208491066218514,2.863615413660523,2.1961361638664627,4.650234317553785,4.565453633610262,6.885435794015912,0.6870015454819643
2022-12-28,6.875394723438063,8.164959282607136,1.1074947895355016,2.9555307586093584,4.26133034954663,8.282984035318384,8.754595217209516,12.429415907382047,2.4859854506096215
2022-12-29,16.13210269786363,13.949871373344392,5.483016453928626,10.621748816823889,11.667295952496547,11.71119430225829,7.721588779524844,17.062264855473934,5.73314210832313
2023-01-03,7.2297240691982205,15.319023063820037,7.103329829334176,10.213626271741198,2.5294902616350936,13.97618659319107,6.130272820684942,16.191499253079126,5.803795126871212
2023-01-04,7.155522873883335,16.448923259567096,12.916174057544636,17.92628348757605,5.760929735954884,12.933021095570489,9.040389520698524,20.067642849874026,4.432964063715242
2023-01-05,9.051006761129424,17.687548508218427,11.972971354881299,21.506904901765665,10.566878601139999,13.119327515615463,5.460892367913832,13.250266116537032,3.425551634368206
2023-01-09,6.572257658453437,19.07357519388654,8.808181736434388,11.527141288953729,2.0388411808005977,14.00430653027008,5.096529565871926,13.576020939696898,3.9133865029682364
2023-01-10,5.950840072646106,19.097513597807605,12.064534028200509,13.784872791255564,1.2043464786997293,12.642041187608925,6.865122330633976,15.22478576881287,2.6183523356296026
2023-01-11,8.468141235903829,16.17553872331692,13.446879943694261,10.436330960960172,5.335619370170455,12.2563056963932,9.366781943578387,14.437258321241734,3.862374684560706
2023-01-12,3.0244894505191287,14.713221331724178,9.885479001307209,9.784427563840953,1.9088191047886303,8.124843518259885,9.694812195890583,12.325199225217823,2.7066652528746733
2023-01-17,6.09144735635665,17.712061576791914,10.030685245892075,9.769013101402283,2.74984209048873,8.458512231540718,10.83279162467021,12.837070791054941,1.483301828927297
2023-01-18,6.492401563939038,17.949016397469983,11.407450786640787,11.06856537479661,2.611873917192572,9.852689227180075,14.98083435572063,13.15073998388631,1.4583695545962974
2023-01-19,6.5616021805009455,16.76078120203425,11.004877932613665,8.843624400682385,2.994086518176513,5.481820587203376,11.540059425409167,13.36380709928269,1.9439397172353954
2023-01-23,6.456886566932275,16.57570621727781,10.079795555717249,7.82635104989631,2.694100694251412,2.6307014681382834,10.729990240066313,12.648100022638747,1.486356796807241
2023-01-24,6.03343422636602,16.404871271668732,9.811821685140671,7.510320235897475,2.4067069013887163,2.8385996023561084,10.40049560943038,12.434626071758787,1.5765290600561772
2023-01-25,5.864672102841874,16.60198306469157,10.328628039969502,8.482379325963809,2.4053538279704316,2.855037424276833,11.584453223907513,12.823341015602601,1.15507522206274
2023-01-26,6.177168491274154,17.185400877262605,10.288274818445034,8.976115895704368,2.582996757085696,3.297503711916393,12.853927871274069,13.514460224833735,1.0337426880234706
2023-01-30,5.38020877465141,14.450009837037674,9.767843148933073,8.07662074741459,4.06664468051466,0.9248121935597674,6.7357020097576275,12.814180161242254,1.443655771573868
2023-01-31,4.943960202406774,14.389774077380357,9.237336800536768,8.267057989442586,6.685131553559772,1.2496981676478294,5.452585428691813,13.42887264092066,1.3096895138702123
2023-02-01,3.1424691899978727,14.321352057673023,9.204878198293471,7.465169395584131,11.037006675979061,2.827713612005188,3.1084279649485924,14.532797262475237,1.065000565531109
2023-02-02,7.195759355258807,12.35560989769285,7.0951303875500065,6.566734670297334,20.696595062441915,3.8969079939006335,16.427109945669745,11.310875405540889,3.3092919070700875
2023-02-06,3.6345236905697664,17.704559734967297,13.593926784293247,8.942238718818345,12.178325589410518,5.410907589051263,6.789091860594912,13.01753796703758,4.000652804080098
2023-02-07,3.2080826818755077,15.955813739548667,9.265353719744777,8.774132828607094,11.79313911298926,5.792190725985608,7.180158889186752,13.403812776448298,3.214962342167734
2023-02-08,4.516408605378441,16.996839873182633,9.948730809990986,8.839938346928376,9.064015475155653,5.721143096547682,8.255519923885362,11.427339040818213,2.983998434853711
2023-02-09,8.997363183635056,16.92782019323369,10.726708448058595,9.504818363902814,10.162400355548916,5.887533499392886,8.648244597746702,12.574692185310798,2.891953021205752
2023-02-13,9.475135940977871,13.677339111793469,8.319148769114614,10.649524296555155,8.320393102200388,6.62179926427152,8.171052657499656,12.592242120036598,2.8344218537500696
2023-02-14,9.261651601129948,13.12681134753029,7.685658940895886,10.896226952881873,9.563576949552411,6.67079331998551,7.823998098128561,11.819049501229124,2.763142027019265
2023-02-15,5.86210001871973,9.441453372895392,5.191216380589692,7.946476284310912,7.60793165778732,5.60897494980778,8.385772118676815,13.113467527681074,2.6634212468021152
2023-02-16,6.500342581717061,9.936047716274901,5.162825300706423,8.24007617265186,7.974805782015239,5.152572842087873,8.758375014218226,12.598050987296928,2.6848238343671462
2023-02-21,6.746347642111232,9.109418696964001,5.94450714822683,8.182315076391825,7.967658081937184,5.40811530040405,12.104134267777257,14.940041008022565,2.6316695255520326
2023-02-22,3.1911790079174094,10.412071818669897,4.075816608574316,7.719184827875182,0.8405483721644686,4.753401962900232,5.294717913587524,15.200498307083302,3.3277172349951867
