Date,dlog_SOLVPN,dlog_COPPER,dlog_GOLD,dlog_SILVER
2020-10-13,-0.4086726522769194,-0.3880057088763082,-1.687144206221815,-2.1115887140758387
2020-10-14,-1.0834562255065605,0.0952671645028785,0.5369978180989156,0.4531410489401631
2020-10-15,-0.0608207483020131,0.6413679918677551,0.0092733051105579,-0.3537592139291605
2020-10-19,-0.4198489980857569,0.3292282465043397,0.1747880346373206,0.8303909422388036
2020-10-20,0.0821339892566471,1.1321603168223036,0.1081189393692403,0.4706024168519354
2020-10-21,-0.0551115620522837,0.9020795554958462,0.5863321015528015,0.4276041873252844
2020-10-22,-1.1999144360990277,-0.8383622522803743,-1.210820739937357,-0.9934212676144925
2020-10-26,-0.249498340234186,-0.7536182860701823,-0.0380302113891833,-0.5658516763037434
2020-10-27,-0.5422632691230368,0.0562185584763595,0.2124642380609473,0.236149559398848
2020-10-28,-1.854359349310723,-0.5729815383550209,-1.6327457412198545,-2.3044038800177917
2020-10-29,-0.0807413498709271,-0.0942123929132485,-0.4850423052332318,0.0555539052320331
2020-11-02,0.7487209542051471,0.5379687741622684,0.5260605822052867,1.2175044553511674
2020-11-03,1.1187470545530482,0.2156075127746635,0.7724187498673306,0.5187021351959061
2020-11-04,1.934823337710484,0.2798184496811784,-0.748247086884796,-0.8569788257404817
2020-11-05,1.2438445854771816,0.0557374084727647,2.29727304712628,2.3312238110712724
2020-11-09,-2.4956587544777897,0.0271591782582642,-4.684371293618168,-2.7785672574829032
2020-11-10,-2.079302406435191,-0.0186363326473812,0.9868852131757444,1.385574118860042
2020-11-11,2.215730964735805,-0.4228864290525946,-0.7895156536089412,-0.3984661593109187
2020-11-12,0.1876033918498658,0.1746536067618974,0.4886741612325753,0.0426923591292997
2020-11-16,-0.4545479677127493,0.7852105649733807,0.0004896525369464,0.8494105355740527
2020-11-17,-0.3860592543627292,-0.4146479131097052,-0.2048977839728229,-0.3117905043701181
2020-11-18,-0.1266057988396831,-0.0096059001142225,-0.6129201508683956,-0.414081811083216
2020-11-19,0.0638787422693511,0.07159055074706,-0.6742125925241909,-0.7676941288049693
2020-11-23,-0.4164409722392706,-0.5916658225661011,-1.7567315407428723,-0.8081503184204801
2020-11-24,-0.7571160495640105,0.729574111428383,-1.7187405426998523,-0.6965150118463439
2020-11-25,0.5520234419891173,0.1647345527414702,-0.0309880728717966,0.0710090872180424
2020-11-30,-0.5794978315601084,0.3447713386438768,-0.4199095379943205,-1.606766768722655
2020-12-01,1.1116221560373094,0.7596168625700893,1.8595269934096208,2.8391519399840304
2020-12-02,-1.0797355337186083,0.0561258563992852,0.468106294348421,-0.0644656299877665
2020-12-03,0.1833159299913683,0.014560320626793,0.4550385882658949,0.0620914113795674
2020-12-07,-0.4940103611835753,-0.133767646078836,1.18056998019081,1.1646483790231048
2020-12-08,-0.2115393302533232,-0.3074710109995487,0.3583013338153331,-0.156165749753106
2020-12-09,-1.5750416032890004,0.2125466559252602,-1.8353153966196567,-1.416435059768763
2020-12-10,0.1420263922685607,0.9942131666118104,-0.1201020982390379,0.1669364900574633
2020-12-14,-0.0665347342871918,-0.0514609950350194,-0.6454004696765531,-0.1334737028806527
2020-12-15,0.1813281660181253,0.2761173154961157,1.0691918253042658,1.0530707620057131
2020-12-16,0.17246267116004,0.2339814985604504,0.108672971550387,0.691490047598037
2020-12-17,1.7748980531715688,0.6684195384216655,1.41123416419146,1.9456121448598949
2020-12-21,-0.3539347358213736,-0.8938216829859046,-0.3725715859083138,0.2861732262995844
2020-12-22,0.5072882865287762,-0.9401360666375168,-0.6818187585337798,-1.4914278653000173
2020-12-23,-0.4025763779576163,0.5702080984327393,0.3044456890794214,0.6334326984251917
2020-12-28,0.4604737594805732,0.1192742592526103,-0.2101836421718299,1.031239994061382
2020-12-29,-0.1435982980275686,-0.286646129689146,0.0487608112130245,-0.5948401635484155
2020-12-30,0.4900670387428337,-0.0919459085470099,0.5401485878674446,0.624471528269581
2021-01-04,-1.6285585363888306,0.5456326323527088,2.340306446101076,1.2766647366975434
2021-01-05,0.4343974657532807,1.3485511727832649,0.2844490542491661,0.4115346688941786
2021-01-06,-1.573496560271831,0.1559558780388101,-2.212842620355001,-1.0190062939486333
2021-01-07,0.9547356100175064,0.697995085570335,0.1598482751673436,0.3232224613237237
2021-01-11,-0.6866027148459293,-1.761246046514128,0.6770407734431739,-3.413628893049846
2021-01-12,-0.1407229922570522,0.6430144222433741,-0.3978468178416903,0.2285583171350488
2021-01-13,0.602461414362016,0.1655977747028453,0.4454151673704356,0.2024402368548526
2021-01-14,0.3922454644691132,0.7361747947374113,-0.2461179435241663,0.3630386883458297
2021-01-19,1.1576631325582163,0.2478780431052285,-0.0759195862403959,-0.8838192175159401
